date,product_id,product_name,category,price,cost_price,units_sold,revenue,discount_percent,stock_available,competitor_price,rating,review_count,is_promoted,day_of_week,month,is_weekend,is_holiday,season,days_since_launch
2022-07-27,P002,Fashion_Product_2,Fashion,1752.84,1068.5,173,303240.99,0.65,173,1958.06,4.52,62,0,Wednesday,7,0,0,Summer,485
2022-07-27,P028,Electronics_Product_28,Electronics,9689.68,6382.15,145,1405004.03,4.89,233,10510.93,3.92,62,0,Wednesday,7,0,0,Summer,477
2022-07-27,P017,Home_Product_17,Home,3759.8,2317.76,173,650444.82,4.12,173,4091.19,4.27,38,0,Wednesday,7,0,0,Summer,293
2022-07-27,P002,Fashion_Product_2,Fashion,1632.73,1068.5,271,442469.84,3.94,271,1844.15,4.43,68,0,Wednesday,7,0,0,Summer,485
2022-07-27,P012,Electronics_Product_12,Electronics,13753.65,8347.11,124,1705452.84,1.55,253,15561.56,3.59,29,0,Wednesday,7,0,0,Summer,213
2022-07-27,P005,Sports_Product_5,Sports,2641.05,1596.71,154,406721.73,0.26,154,2820.92,4.16,40,0,Wednesday,7,0,0,Summer,320
2022-07-27,P011,Electronics_Product_11,Electronics,5193.53,3462.44,139,721900.67,9.01,176,6174.19,3.77,39,0,Wednesday,7,0,0,Summer,309
2022-07-28,P002,Fashion_Product_2,Fashion,1725.0,1068.5,285,491624.16,6.51,285,1851.18,4.12,64,0,Thursday,7,0,0,Summer,486
2022-07-28,P042,Electronics_Product_42,Electronics,8174.37,5324.06,201,1643048.76,9.45,435,8544.94,3.81,52,0,Thursday,7,0,0,Summer,327
2022-07-28,P031,Fashion_Product_31,Fashion,2711.58,1642.22,518,1404599.13,2.26,518,3113.34,4.35,68,0,Thursday,7,0,0,Summer,512
2022-07-28,P032,Fashion_Product_32,Fashion,2633.63,1630.33,580,1527504.47,6.28,580,3089.77,4.18,75,0,Thursday,7,0,0,Summer,530
2022-07-28,P044,Home_Product_44,Home,1760.15,1569.81,303,533325.28,35.69,303,2845.76,4.6,43,1,Thursday,7,0,0,Summer,334
2022-07-28,P042,Electronics_Product_42,Electronics,8279.11,5324.06,182,1506798.92,2.47,317,8534.03,3.99,41,0,Thursday,7,0,0,Summer,327
2022-07-28,P043,Fashion_Product_43,Fashion,2467.44,1485.34,291,718024.9,2.14,291,2586.37,4.1,38,0,Thursday,7,0,0,Summer,319
2022-07-28,P045,Home_Product_45,Home,1079.34,706.94,147,158662.74,8.11,280,1335.12,3.68,28,0,Thursday,7,0,0,Summer,225
2022-07-28,P040,Electronics_Product_40,Electronics,2474.11,2065.59,287,710068.25,24.75,287,3617.42,3.97,57,1,Thursday,7,0,0,Summer,444
2022-07-29,P046,Beauty_Product_46,Beauty,774.7,512.48,79,61201.41,9.62,185,910.81,3.78,28,0,Friday,7,0,0,Summer,229
2022-07-29,P017,Home_Product_17,Home,3482.21,2317.76,179,623315.13,5.88,179,4425.44,4.23,39,0,Friday,7,0,0,Summer,295
2022-07-29,P030,Home_Product_30,Home,1396.66,917.76,168,234639.57,4.82,171,1518.98,4.01,48,0,Friday,7,0,0,Summer,388
2022-07-29,P048,Sports_Product_48,Sports,1852.28,1134.9,142,263023.33,0.25,142,2106.7,4.4,27,0,Friday,7,0,0,Summer,215
2022-07-29,P036,Electronics_Product_36,Electronics,9524.35,5645.44,363,3457340.27,0.63,363,9628.22,4.14,43,0,Friday,7,0,0,Summer,350
2022-07-29,P014,Electronics_Product_14,Electronics,14975.86,8781.01,393,5885512.58,0.84,393,13950.58,4.03,55,0,Friday,7,0,0,Summer,413
2022-07-29,P009,Beauty_Product_9,Beauty,1449.54,873.91,224,324698.04,1.73,224,1619.06,4.05,40,0,Friday,7,0,0,Summer,301
2022-07-29,P046,Beauty_Product_46,Beauty,815.59,512.48,141,114998.86,2.38,141,961.87,4.3,25,0,Friday,7,0,0,Summer,229
2022-07-29,P041,Electronics_Product_41,Electronics,3246.02,2037.97,281,912131.22,8.68,281,3430.84,4.5,56,0,Friday,7,0,0,Summer,449
2022-07-29,P016,Electronics_Product_16,Electronics,4800.43,3211.08,215,1032091.43,8.69,215,5530.33,4.16,33,0,Friday,7,0,0,Summer,279
2022-07-29,P048,Sports_Product_48,Sports,1763.58,1134.9,60,105814.66,9.38,115,1846.18,3.8,33,0,Friday,7,0,0,Summer,215
2022-07-29,P015,Electronics_Product_15,Electronics,12926.24,8471.94,453,5855588.87,6.68,459,13554.68,4.61,42,0,Friday,7,0,0,Summer,304
2022-07-30,P023,Fashion_Product_23,Fashion,1343.12,916.79,191,256535.06,8.29,191,1586.53,4.69,67,0,Saturday,7,1,0,Summer,514
2022-07-30,P022,Beauty_Product_22,Beauty,1340.26,844.1,338,453008.71,2.06,338,1339.03,4.02,44,0,Saturday,7,1,0,Summer,375
2022-07-30,P021,Electronics_Product_21,Electronics,9647.6,6921.66,310,2990755.28,15.42,310,12231.29,4.21,35,1,Saturday,7,1,0,Summer,315
2022-07-30,P029,Fashion_Product_29,Fashion,1075.75,663.92,472,507753.75,6.17,472,1127.82,4.12,54,0,Saturday,7,1,0,Summer,433
2022-07-30,P036,Electronics_Product_36,Electronics,9132.87,5645.44,214,1954434.61,5.65,214,9596.58,4.27,43,0,Saturday,7,1,0,Summer,351
2022-07-30,P023,Fashion_Product_23,Fashion,1380.09,916.79,309,426448.31,7.29,309,1633.25,4.76,64,0,Saturday,7,1,0,Summer,514
2022-07-30,P024,Electronics_Product_24,Electronics,11022.02,7053.16,438,4827644.83,7.16,438,11722.52,4.41,68,0,Saturday,7,1,0,Summer,541
2022-07-30,P046,Beauty_Product_46,Beauty,812.11,512.48,107,86896.23,5.25,107,858.9,4.27,31,0,Saturday,7,1,0,Summer,230
2022-07-31,P007,Electronics_Product_7,Electronics,13756.35,8811.04,213,2930103.01,3.04,213,16691.44,4.42,53,0,Sunday,7,1,0,Summer,402
2022-07-31,P049,Electronics_Product_49,Electronics,6855.42,4255.68,170,1165421.76,0.71,170,7758.86,4.44,52,0,Sunday,7,1,0,Summer,426
2022-07-31,P014,Electronics_Product_14,Electronics,12907.42,8781.01,401,5175876.53,12.03,401,14411.45,4.38,54,1,Sunday,7,1,0,Summer,415
2022-07-31,P029,Fashion_Product_29,Fashion,734.16,663.92,311,228322.3,34.1,311,1058.7,4.77,53,1,Sunday,7,1,0,Summer,434
2022-07-31,P037,Electronics_Product_37,Electronics,6533.68,4230.83,435,2842151.29,8.38,435,7661.04,4.16,53,0,Sunday,7,1,0,Summer,417
2022-07-31,P024,Electronics_Product_24,Electronics,9133.64,7053.16,450,4110138.59,20.88,450,11960.48,4.72,65,1,Sunday,7,1,0,Summer,542
2022-07-31,P047,Fashion_Product_47,Fashion,1238.32,778.97,381,471799.62,6.29,381,1394.22,4.61,37,0,Sunday,7,1,0,Summer,269
2022-07-31,P004,Sports_Product_4,Sports,3199.94,2048.13,139,444791.12,4.96,139,3416.14,4.87,51,0,Sunday,7,1,0,Summer,385
2022-07-31,P008,Fashion_Product_8,Fashion,1137.4,984.85,589,669926.94,29.41,589,1836.91,4.0,60,1,Sunday,7,1,0,Summer,446
2022-08-01,P035,Fashion_Product_35,Fashion,2629.75,1559.78,224,589062.99,2.76,655,2693.88,3.94,28,0,Monday,8,0,0,Summer,219
2022-08-01,P028,Electronics_Product_28,Electronics,10383.66,6382.15,332,3447376.08,6.81,332,11847.26,4.56,62,0,Monday,8,0,0,Summer,482
2022-08-01,P037,Electronics_Product_37,Electronics,6608.1,4230.83,455,3006686.97,7.95,455,7277.74,4.66,50,0,Monday,8,0,0,Summer,418
2022-08-01,P017,Home_Product_17,Home,3925.51,2317.76,119,467135.75,2.02,180,4195.37,3.91,44,0,Monday,8,0,0,Summer,298
2022-08-01,P046,Beauty_Product_46,Beauty,791.59,512.48,84,66493.28,8.1,108,878.14,3.81,35,0,Monday,8,0,0,Summer,232
2022-08-01,P026,Home_Product_26,Home,1493.74,937.16,226,337585.3,0.26,226,1775.72,4.1,44,0,Monday,8,0,0,Summer,295
2022-08-01,P038,Fashion_Product_38,Fashion,2336.25,1407.99,303,707882.7,1.11,303,2590.18,4.33,70,0,Monday,8,0,0,Summer,526
2022-08-01,P003,Electronics_Product_3,Electronics,4480.24,2828.64,355,1590485.03,3.96,355,5170.58,4.38,38,0,Monday,8,0,0,Summer,269
2022-08-01,P015,Electronics_Product_15,Electronics,12955.06,8471.94,255,3303539.42,6.52,255,14687.6,4.6,46,0,Monday,8,0,0,Summer,307
2022-08-02,P047,Fashion_Product_47,Fashion,1142.47,778.97,226,258197.98,9.66,466,1467.5,3.88,35,0,Tuesday,8,0,0,Summer,271
2022-08-02,P039,Electronics_Product_39,Electronics,10345.04,6813.39,285,2948337.82,5.34,285,12624.37,4.13,69,0,Tuesday,8,0,0,Summer,478
2022-08-02,P034,Electronics_Product_34,Electronics,14366.93,8329.16,128,1838967.01,0.98,224,13373.78,3.92,41,0,Tuesday,8,0,0,Summer,296
2022-08-02,P032,Fashion_Product_32,Fashion,2137.66,1630.33,476,1017527.46,24.33,476,2905.66,4.86,66,1,Tuesday,8,0,0,Summer,535
2022-08-02,P045,Home_Product_45,Home,988.35,706.94,211,208541.81,14.2,211,1348.26,4.13,30,1,Tuesday,8,0,0,Summer,230
2022-08-02,P033,Electronics_Product_33,Electronics,12636.2,8159.62,149,1882793.37,6.3,354,13372.36,3.78,28,0,Tuesday,8,0,0,Summer,231
2022-08-02,P041,Electronics_Product_41,Electronics,3404.88,2037.97,148,503921.83,0.8,349,3811.3,3.94,57,0,Tuesday,8,0,0,Summer,453
2022-08-02,P036,Electronics_Product_36,Electronics,9052.47,5645.44,320,2896791.49,6.99,320,10561.7,4.41,41,0,Tuesday,8,0,0,Summer,354
2022-08-02,P003,Electronics_Product_3,Electronics,4534.21,2828.64,163,739076.49,3.49,351,4951.64,3.87,37,0,Tuesday,8,0,0,Summer,270
2022-08-02,P009,Beauty_Product_9,Beauty,1362.15,873.91,242,329641.49,7.79,242,1657.07,4.25,40,0,Tuesday,8,0,0,Summer,305
2022-08-02,P006,Fashion_Product_6,Fashion,1352.26,864.42,379,512508.02,5.74,379,1514.73,4.18,54,0,Tuesday,8,0,0,Summer,409
2022-08-03,P021,Electronics_Product_21,Electronics,11890.49,6921.66,365,4340030.21,0.16,365,11349.54,4.64,39,0,Wednesday,8,0,0,Summer,319
2022-08-03,P016,Electronics_Product_16,Electronics,5292.82,3211.08,100,529281.59,2.47,148,5797.71,3.64,42,0,Wednesday,8,0,0,Summer,284
2022-08-03,P048,Sports_Product_48,Sports,1888.52,1134.9,163,307829.34,2.29,163,1985.63,4.39,30,0,Wednesday,8,0,0,Summer,220
2022-08-03,P016,Electronics_Product_16,Electronics,5076.52,3211.08,107,543187.65,6.31,181,5783.29,3.53,37,0,Wednesday,8,0,0,Summer,284
2022-08-03,P039,Electronics_Product_39,Electronics,10589.23,6813.39,353,3737997.56,9.98,353,11957.32,4.05,54,0,Wednesday,8,0,0,Summer,479
2022-08-03,P023,Fashion_Product_23,Fashion,1521.03,916.79,176,267700.97,4.33,176,1682.53,4.15,68,0,Wednesday,8,0,0,Summer,518
2022-08-03,P024,Electronics_Product_24,Electronics,10944.27,7053.16,255,2790788.68,3.47,255,13056.33,4.49,71,0,Wednesday,8,0,0,Summer,545
2022-08-04,P037,Electronics_Product_37,Electronics,6240.67,4230.83,293,1828515.44,9.16,293,7814.64,4.6,57,0,Thursday,8,0,0,Summer,421
2022-08-04,P031,Fashion_Product_31,Fashion,1813.51,1642.22,493,894062.28,30.78,493,2681.32,3.92,67,1,Thursday,8,0,0,Summer,519
2022-08-04,P029,Fashion_Product_29,Fashion,1018.01,663.92,304,309475.83,3.67,459,1232.63,3.88,60,0,Thursday,8,0,0,Summer,438
2022-08-04,P001,Electronics_Product_1,Electronics,14095.09,8645.14,258,3636532.96,6.09,258,15498.15,5.0,52,0,Thursday,8,0,0,Summer,392
2022-08-04,P011,Electronics_Product_11,Electronics,5181.38,3462.44,121,626947.51,7.35,213,6158.52,3.53,45,0,Thursday,8,0,0,Summer,317
2022-08-04,P043,Fashion_Product_43,Fashion,2313.7,1485.34,203,469680.22,7.64,203,2466.72,4.37,39,0,Thursday,8,0,0,Summer,326
2022-08-05,P009,Beauty_Product_9,Beauty,1026.4,873.91,123,126247.34,30.2,123,1469.48,4.25,40,1,Friday,8,0,0,Summer,308
2022-08-05,P029,Fashion_Product_29,Fashion,1047.34,663.92,264,276498.19,5.38,521,1239.24,3.97,56,0,Friday,8,0,0,Summer,439
2022-08-05,P033,Electronics_Product_33,Electronics,13569.35,8159.62,126,1709738.01,0.32,347,13515.0,3.71,29,0,Friday,8,0,0,Summer,234
2022-08-05,P047,Fashion_Product_47,Fashion,1220.73,778.97,204,249028.36,5.59,552,1342.04,3.8,36,0,Friday,8,0,0,Summer,274
2022-08-05,P008,Fashion_Product_8,Fashion,1260.89,984.85,699,881361.2,26.45,699,1664.1,5.0,62,1,Friday,8,0,0,Summer,451
2022-08-05,P036,Electronics_Product_36,Electronics,9220.58,5645.44,371,3420833.68,1.51,381,9019.15,4.07,49,0,Friday,8,0,0,Summer,357
2022-08-05,P003,Electronics_Product_3,Electronics,4320.16,2828.64,271,1170762.63,9.8,271,4813.79,4.56,36,0,Friday,8,0,0,Summer,273
2022-08-06,P019,Electronics_Product_19,Electronics,4415.81,2989.92,165,728608.83,7.66,165,4969.81,4.45,84,0,Saturday,8,1,0,Summer,574
2022-08-06,P027,Fashion_Product_27,Fashion,1258.41,1044.35,280,352354.96,27.36,280,1738.24,4.49,53,1,Saturday,8,1,0,Summer,404
2022-08-06,P022,Beauty_Product_22,Beauty,886.56,844.1,172,152488.61,39.12,172,1502.98,4.16,55,1,Saturday,8,1,0,Summer,382
2022-08-06,P002,Fashion_Product_2,Fashion,1488.87,1068.5,192,285862.56,17.27,192,1933.29,3.92,70,1,Saturday,8,1,0,Summer,495
2022-08-06,P023,Fashion_Product_23,Fashion,1448.53,916.79,231,334609.58,6.37,231,1657.96,4.07,77,0,Saturday,8,1,0,Summer,521
2022-08-06,P037,Electronics_Product_37,Electronics,7034.96,4230.83,366,2574794.47,1.7,366,7571.8,4.32,57,0,Saturday,8,1,0,Summer,423
2022-08-06,P013,Home_Product_13,Home,2397.9,1447.92,155,371674.57,4.76,155,2417.54,4.62,43,0,Saturday,8,1,0,Summer,323
2022-08-07,P023,Fashion_Product_23,Fashion,1461.98,916.79,213,311402.64,5.46,213,1590.86,4.56,64,0,Sunday,8,1,0,Summer,522
2022-08-07,P020,Home_Product_20,Home,1235.9,836.53,174,215046.09,6.89,174,1559.81,4.37,62,0,Sunday,8,1,0,Summer,445
2022-08-07,P044,Home_Product_44,Home,2607.46,1569.81,419,1092527.35,5.06,419,2682.2,4.45,42,0,Sunday,8,1,0,Summer,344
2022-08-07,P009,Beauty_Product_9,Beauty,1366.21,873.91,188,256847.1,8.23,188,1631.9,4.59,45,0,Sunday,8,1,0,Summer,310
2022-08-07,P007,Electronics_Product_7,Electronics,13185.86,8811.04,298,3929385.98,6.7,298,15729.23,4.45,50,0,Sunday,8,1,0,Summer,409
2022-08-07,P014,Electronics_Product_14,Electronics,12976.52,8781.01,254,3296037.01,6.97,514,13908.14,3.98,56,0,Sunday,8,1,0,Summer,422
2022-08-07,P007,Electronics_Product_7,Electronics,13250.61,8811.04,242,3206648.27,9.22,242,16410.32,4.52,57,0,Sunday,8,1,0,Summer,409
2022-08-07,P032,Fashion_Product_32,Fashion,2794.43,1630.33,430,1201603.96,0.73,544,2969.91,4.0,72,0,Sunday,8,1,0,Summer,540
2022-08-08,P038,Fashion_Product_38,Fashion,2064.97,1407.99,265,547217.37,9.0,265,2575.04,4.02,70,0,Monday,8,0,0,Summer,533
2022-08-08,P011,Electronics_Product_11,Electronics,5328.06,3462.44,124,660679.56,6.62,222,5893.05,3.93,40,0,Monday,8,0,0,Summer,321
2022-08-08,P038,Fashion_Product_38,Fashion,1487.75,1407.99,395,587660.27,37.07,395,2474.97,4.86,64,1,Monday,8,0,0,Summer,533
2022-08-08,P040,Electronics_Product_40,Electronics,3187.66,2065.59,205,653471.32,8.85,272,3493.63,3.57,60,0,Monday,8,0,0,Summer,455
2022-08-08,P030,Home_Product_30,Home,960.84,917.76,105,100888.59,36.68,105,1526.41,4.31,59,1,Monday,8,0,0,Summer,398
2022-08-08,P007,Electronics_Product_7,Electronics,14739.47,8811.04,240,3537472.29,3.77,240,14517.56,4.03,52,0,Monday,8,0,0,Summer,410
2022-08-08,P018,Electronics_Product_18,Electronics,5865.9,3822.73,314,1841893.25,9.53,314,6651.52,4.23,73,0,Monday,8,0,0,Summer,544
2022-08-08,P006,Fashion_Product_6,Fashion,1318.13,864.42,553,728926.67,8.2,553,1530.37,4.39,51,0,Monday,8,0,0,Summer,415
2022-08-08,P002,Fashion_Product_2,Fashion,1633.7,1068.5,268,437832.4,4.06,268,1859.33,4.07,67,0,Monday,8,0,0,Summer,497
2022-08-08,P032,Fashion_Product_32,Fashion,2702.13,1630.33,421,1137598.45,3.62,421,2619.07,4.42,74,0,Monday,8,0,0,Summer,541
2022-08-08,P023,Fashion_Product_23,Fashion,898.92,916.79,218,195963.99,39.67,218,1472.22,4.49,73,1,Monday,8,0,0,Summer,523
2022-08-08,P018,Electronics_Product_18,Electronics,5722.63,3822.73,423,2420673.84,7.34,423,6405.3,4.41,67,0,Monday,8,0,0,Summer,544
2022-08-08,P005,Sports_Product_5,Sports,2584.17,1596.71,138,356615.05,6.84,138,2883.08,4.53,48,0,Monday,8,0,0,Summer,332
2022-08-08,P030,Home_Product_30,Home,1503.3,917.76,133,199939.27,1.75,133,1564.65,4.13,59,0,Monday,8,0,0,Summer,398
2022-08-08,P006,Fashion_Product_6,Fashion,1321.47,864.42,520,687165.69,8.1,520,1427.23,4.03,48,0,Monday,8,0,0,Summer,415
2022-08-08,P015,Electronics_Product_15,Electronics,13772.09,8471.94,480,6610601.16,6.78,480,16152.07,4.04,40,0,Monday,8,0,0,Summer,314
2022-08-08,P008,Fashion_Product_8,Fashion,1609.51,984.85,561,902935.61,1.24,561,1867.78,4.72,58,0,Monday,8,0,0,Summer,454
2022-08-08,P016,Electronics_Product_16,Electronics,5273.22,3211.08,151,796256.69,2.1,151,5196.66,4.48,47,0,Monday,8,0,0,Summer,289
2022-08-09,P030,Home_Product_30,Home,1464.06,917.76,79,115660.88,5.33,190,1546.8,3.84,49,0,Tuesday,8,0,0,Summer,399
2022-08-09,P048,Sports_Product_48,Sports,1795.7,1134.9,197,353752.85,3.42,197,2056.9,4.21,28,0,Tuesday,8,0,0,Summer,226
2022-08-09,P046,Beauty_Product_46,Beauty,822.18,512.48,65,53441.86,2.66,164,874.44,3.91,29,0,Tuesday,8,0,0,Summer,240
2022-08-09,P048,Sports_Product_48,Sports,1810.58,1134.9,160,289693.31,3.57,160,1975.81,4.46,31,0,Tuesday,8,0,0,Summer,226
2022-08-09,P003,Electronics_Product_3,Electronics,4411.84,2828.64,254,1120608.12,2.8,254,5081.43,4.48,33,0,Tuesday,8,0,0,Summer,277
2022-08-09,P032,Fashion_Product_32,Fashion,2368.12,1630.33,279,660705.22,9.87,332,2972.4,3.97,73,0,Tuesday,8,0,0,Summer,542
2022-08-09,P050,Fashion_Product_50,Fashion,2274.82,1398.44,256,582354.15,1.28,256,2284.07,4.27,62,0,Tuesday,8,0,0,Summer,442
2022-08-09,P016,Electronics_Product_16,Electronics,5453.44,3211.08,90,490809.89,1.46,251,5380.99,3.91,42,0,Tuesday,8,0,0,Summer,290
2022-08-09,P029,Fashion_Product_29,Fashion,1109.29,663.92,409,453701.07,2.95,409,1071.14,4.38,66,0,Tuesday,8,0,0,Summer,443
2022-08-09,P048,Sports_Product_48,Sports,1862.3,1134.9,170,316590.36,0.79,170,1829.41,4.66,30,0,Tuesday,8,0,0,Summer,226
2022-08-09,P029,Fashion_Product_29,Fashion,1044.8,663.92,488,509860.85,6.44,488,1225.61,4.36,52,0,Tuesday,8,0,0,Summer,443
2022-08-09,P041,Electronics_Product_41,Electronics,3077.69,2037.97,193,593993.25,7.81,226,3795.22,3.72,58,0,Tuesday,8,0,0,Summer,460
2022-08-10,P047,Fashion_Product_47,Fashion,1240.76,778.97,66,81889.99,5.91,474,1436.37,3.4,34,0,Wednesday,8,0,0,Summer,279
2022-08-10,P024,Electronics_Product_24,Electronics,11242.62,7053.16,367,4126040.71,7.55,367,13436.25,4.3,72,0,Wednesday,8,0,0,Summer,552
2022-08-10,P037,Electronics_Product_37,Electronics,6921.16,4230.83,471,3259867.27,2.54,520,6734.12,4.2,58,0,Wednesday,8,0,0,Summer,427
2022-08-10,P028,Electronics_Product_28,Electronics,6152.82,6382.15,267,1642803.0,39.16,273,12116.72,3.95,63,1,Wednesday,8,0,0,Summer,491
2022-08-10,P010,Sports_Product_10,Sports,3749.49,2327.83,186,697404.23,7.26,186,4199.6,4.16,39,0,Wednesday,8,0,0,Summer,322
2022-08-10,P022,Beauty_Product_22,Beauty,1436.29,844.1,273,392106.2,2.46,281,1341.88,4.49,53,0,Wednesday,8,0,0,Summer,386
2022-08-10,P037,Electronics_Product_37,Electronics,6591.91,4230.83,486,3203666.08,5.92,486,6906.1,4.29,57,0,Wednesday,8,0,0,Summer,427
2022-08-10,P035,Fashion_Product_35,Fashion,2392.4,1559.78,631,1509601.41,4.98,631,2712.23,4.01,26,0,Wednesday,8,0,0,Summer,228
2022-08-10,P011,Electronics_Product_11,Electronics,5691.98,3462.44,294,1673441.15,2.44,294,6460.0,4.37,44,0,Wednesday,8,0,0,Summer,323
2022-08-11,P044,Home_Product_44,Home,2520.68,1569.81,170,428515.1,7.22,251,2807.75,4.0,40,0,Thursday,8,0,0,Summer,348
2022-08-11,P032,Fashion_Product_32,Fashion,2406.01,1630.33,387,931124.41,8.37,387,2799.9,4.47,77,0,Thursday,8,0,0,Summer,544
2022-08-11,P036,Electronics_Product_36,Electronics,5791.49,5645.44,268,1552120.54,37.99,268,10651.19,4.32,42,1,Thursday,8,0,0,Summer,363
2022-08-11,P003,Electronics_Product_3,Electronics,4638.22,2828.64,203,941557.94,3.15,471,4992.91,3.95,36,0,Thursday,8,0,0,Summer,279
2022-08-11,P027,Fashion_Product_27,Fashion,1622.66,1044.35,260,421892.05,4.75,260,1904.78,4.41,58,0,Thursday,8,0,0,Summer,409
2022-08-11,P012,Electronics_Product_12,Electronics,13018.13,8347.11,145,1887629.42,2.97,246,14636.36,3.86,29,0,Thursday,8,0,0,Summer,228
2022-08-11,P041,Electronics_Product_41,Electronics,3209.43,2037.97,280,898639.26,4.16,280,3383.46,4.46,61,0,Thursday,8,0,0,Summer,462
2022-08-11,P040,Electronics_Product_40,Electronics,3378.54,2065.59,382,1290601.01,6.01,382,3839.81,4.25,55,0,Thursday,8,0,0,Summer,458
2022-08-12,P042,Electronics_Product_42,Electronics,8212.78,5324.06,273,2242088.46,9.15,394,9738.09,3.75,44,0,Friday,8,0,0,Summer,342
2022-08-12,P014,Electronics_Product_14,Electronics,14229.41,8781.01,283,4026924.1,6.94,283,14579.87,4.18,61,0,Friday,8,0,0,Summer,427
2022-08-12,P037,Electronics_Product_37,Electronics,7099.78,4230.83,481,3414993.37,1.54,481,7211.29,4.23,59,0,Friday,8,0,0,Summer,429
2022-08-12,P036,Electronics_Product_36,Electronics,8476.6,5645.44,343,2907475.51,6.94,343,10450.14,4.21,50,0,Friday,8,0,0,Summer,364
2022-08-12,P024,Electronics_Product_24,Electronics,11223.72,7053.16,427,4792529.61,1.94,427,13228.99,5.0,75,0,Friday,8,0,0,Summer,554
2022-08-12,P050,Fashion_Product_50,Fashion,2325.85,1398.44,318,739618.89,0.03,392,2375.04,4.37,62,0,Friday,8,0,0,Summer,445
2022-08-12,P030,Home_Product_30,Home,1132.19,917.76,173,195869.53,26.63,173,1739.01,4.0,57,1,Friday,8,0,0,Summer,402
2022-08-12,P009,Beauty_Product_9,Beauty,1392.05,873.91,100,139205.16,1.6,221,1565.77,3.54,40,0,Friday,8,0,0,Summer,315
2022-08-12,P028,Electronics_Product_28,Electronics,10795.02,6382.15,348,3756667.62,1.91,348,11148.85,4.38,66,0,Friday,8,0,0,Summer,493
2022-08-12,P011,Electronics_Product_11,Electronics,5621.86,3462.44,214,1203078.16,2.34,214,6310.86,4.42,42,0,Friday,8,0,0,Summer,325
2022-08-12,P028,Electronics_Product_28,Electronics,8195.79,6382.15,252,2065337.83,26.27,252,11361.29,4.39,67,1,Friday,8,0,0,Summer,493
2022-08-13,P032,Fashion_Product_32,Fashion,2715.82,1630.33,530,1439386.44,0.73,637,3085.31,3.9,77,0,Saturday,8,1,1,Summer,546
2022-08-13,P007,Electronics_Product_7,Electronics,10719.45,8811.04,231,2476192.18,27.72,231,15180.71,4.77,54,1,Saturday,8,1,1,Summer,415
2022-08-13,P050,Fashion_Product_50,Fashion,1470.17,1398.44,372,546904.38,38.22,372,2660.77,4.12,61,1,Saturday,8,1,1,Summer,446
2022-08-13,P030,Home_Product_30,Home,1239.81,917.76,198,245483.19,16.56,198,1568.63,4.67,53,1,Saturday,8,1,1,Summer,403
2022-08-13,P015,Electronics_Product_15,Electronics,14038.75,8471.94,467,6556096.85,2.88,467,13611.88,4.06,42,0,Saturday,8,1,1,Summer,319
2022-08-13,P030,Home_Product_30,Home,1445.19,917.76,146,210997.03,3.71,183,1647.99,3.89,50,0,Saturday,8,1,1,Summer,403
2022-08-13,P025,Fashion_Product_25,Fashion,765.39,637.86,359,274774.09,29.85,359,1082.77,3.8,46,1,Saturday,8,1,1,Summer,333
2022-08-13,P006,Fashion_Product_6,Fashion,1129.68,864.42,477,538859.08,24.93,477,1496.65,4.02,52,1,Saturday,8,1,1,Summer,420
2022-08-13,P007,Electronics_Product_7,Electronics,8650.37,8811.04,302,2612413.11,38.18,302,14262.06,4.33,58,1,Saturday,8,1,1,Summer,415
2022-08-13,P017,Home_Product_17,Home,3232.1,2317.76,313,1011648.03,14.53,313,3849.63,4.5,38,1,Saturday,8,1,1,Summer,310
2022-08-13,P045,Home_Product_45,Home,1133.22,706.94,314,355831.99,7.6,314,1157.52,4.25,35,0,Saturday,8,1,1,Summer,241
2022-08-13,P043,Fashion_Product_43,Fashion,1952.4,1485.34,297,579861.4,20.01,297,2400.95,4.42,44,1,Saturday,8,1,1,Summer,335
2022-08-13,P011,Electronics_Product_11,Electronics,5433.65,3462.44,312,1695299.68,4.68,312,6420.54,4.29,41,0,Saturday,8,1,1,Summer,326
2022-08-13,P048,Sports_Product_48,Sports,1728.75,1134.9,137,236838.93,4.05,137,2025.0,4.43,29,0,Saturday,8,1,1,Summer,230
2022-08-14,P006,Fashion_Product_6,Fashion,1396.48,864.42,463,646569.36,7.09,568,1506.73,3.77,56,0,Sunday,8,1,1,Summer,421
2022-08-14,P006,Fashion_Product_6,Fashion,904.19,864.42,448,405078.44,39.11,448,1636.92,4.4,54,1,Sunday,8,1,1,Summer,421
2022-08-14,P020,Home_Product_20,Home,1108.94,836.53,156,172994.6,17.53,156,1446.62,4.53,58,1,Sunday,8,1,1,Summer,452
2022-08-14,P050,Fashion_Product_50,Fashion,1904.67,1398.44,389,740918.14,15.37,389,2254.99,4.06,66,1,Sunday,8,1,1,Summer,447
2022-08-14,P014,Electronics_Product_14,Electronics,9327.34,8781.01,499,4654343.18,38.17,499,16214.47,4.26,59,1,Sunday,8,1,1,Summer,429
2022-08-14,P036,Electronics_Product_36,Electronics,7406.27,5645.44,407,3014350.53,19.89,407,10214.82,4.67,47,1,Sunday,8,1,1,Summer,366
2022-08-14,P017,Home_Product_17,Home,3851.87,2317.76,254,978374.59,3.58,254,3873.53,4.94,45,0,Sunday,8,1,1,Summer,311
